e,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
377,Em Lim,Carter Burtlake,BMSC3,Ohiat,48.85558,-125.18379,21/04/2025,4,W,12:05,CBl,6.5,0,0,dal,Dirona albolineata,White-line dirona,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,43,0,,9,32,2,,,,,,,,,,,,,,,,,,,,,,,,
379,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,1,2,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
380,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,1,2,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
381,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,1,2,sme,Sebastes melanops,Black rockfish,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
382,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,pla,Pholis laeta,Crescent gunnel,2,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
384,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,ami,Acmaea mitra,Whitecap limpet,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,pmi,Patiria miniata,Bat star,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,65,0,7,28,26,4,,,,,,,,,,,,,,,,,,,,,,,,
387,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,acal,Apostichopus californicus,Californian sea cucumber,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,hka,Haliotis kamtschatkana,Pinto abalone,19,0,2,7,6,3,1,,,,,,,,,,,,,,,,,,,,,,,
389,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,oko,Orthasterias koehleri,Rainbow star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,lbe,Lophopanopeus bellus,Black-clawed crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,etr,Evasterias troschelii,Mottled starfish,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,cpr,Cancer productus,Red rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,das,Diodora aspera,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,hermit,Paguroidea spp.,Unidentified hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,pgi,Pomaulax gibberosus,Red turban shell,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,8,0,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
397,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,jzo,Jordania zonope,Longfin sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,sac,Scyra acutifrons,Sharpnose crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,dim,Dermasterias imbricata,Leather star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,henricia,Henricia spp.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,bcha,Boreoberthella chacei,White berthella nudibranch,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,pri,Pugettia richii,Cryptic kelp crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,2,2,ogr,Oregonia gracilis,Graceful decorator crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,0,2,sma,Sebastes maliger,Quillback rockfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
406,Em Lim,Carter Burtlake,BMSC10,Ross Islets Slug Island,48.87052,-125.16035,21/04/2025,2.5,W,14:25,EGL,4,0,2,phel,Pycnopodia helianthoides,Sunflower star,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
407,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,1,2,jzo,Jordania zonope,Longfin sculpin,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,4,0,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,
409,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,1,2,oel,Ophiodon elongatus,Lingcod,2,0,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,
410,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,1,2,sme,Sebastes melanops,Black rockfish,22,0,,,,,,2,5,8,6,1,,,,,,,,,,,,,,,,,,
411,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,263,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,ami,Acmaea mitra,Whitecap limpet,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,phe,Pagurus hemphilli,Maroon hermit,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,poc,Pisaster ochraceus,Purple sea star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,spur,Strongylocentrotus purpuratus,Purple sea urchin,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,oko,Orthasterias koehleri,Rainbow star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,acal,Apostichopus californicus,Californian sea cucumber,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,pmi,Patiria miniata,Bat star,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,hka,Haliotis kamtschatkana,Pinto abalone,18,0,12,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
420,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,0,2,opi,Oxylebius pictus,Painted greenling,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
421,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,pgi,Pomaulax gibberosus,Red turban shell,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,dim,Dermasterias imbricata,Leather star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,0,2,sne,Sebastes nebulosus,China rockfish,2,0,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
424,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,6,0,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
425,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,sac,Scyra acutifrons,Sharpnose crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,pachycheles,Pachycheles spp.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,pno,Peltodoris nobilis,Noble sea lemon,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,phel,Pycnopodia helianthoides,Sunflower star,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
430,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,5,0,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
431,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,aha,Artedius harringtoni,Scalyhead sculpin,3,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,0,2,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
433,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,das,Diodora aspera,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,hermit,Paguroidea spp.,Unidentified hermit crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,henricia,Henricia spp.,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,pbe,Pagurus beringanus,Hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,jzo,Jordania zonope,Longfin sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,2,hhe,Hemilepidotus hemilepidotus,Red Irish lord,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
439,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,0,0,sma,Sebastes maliger,Quillback rockfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
440,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,0,0,dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Em Lim,Carter Burtlake,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,0,0,amo,Agonomalus mozinoi,Kelp Poacher,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,7,0,,,,,1,,1,3,1,1,,,,,,,,,,,,,,,,,,
444,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,372,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,pmi,Patiria miniata,Bat star,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,ami,Acmaea mitra,Whitecap limpet,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,spur,Strongylocentrotus purpuratus,Purple sea urchin,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,phe,Pagurus hemphilli,Maroon hermit,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,hka,Haliotis kamtschatkana,Pinto abalone,11,0,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,poc,Pisaster ochraceus,Purple sea star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,aha,Artedius harringtoni,Scalyhead sculpin,3,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,hermit,Paguroidea spp.,Unidentified hermit crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,dim,Dermasterias imbricata,Leather star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,acal,Apostichopus californicus,Californian sea cucumber,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,das,Diodora aspera,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,henricia,Henricia spp.,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,0,2,sme,Sebastes melanops,Black rockfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
459,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,oko,Orthasterias koehleri,Rainbow star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,hhe,Hemilepidotus hemilepidotus,Red Irish lord,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
461,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,cpr,Cancer productus,Red rock crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,dmo,Doris montereyensis,Monterey sea lemon,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,hcr,Hermissenda crassicornis,Opalescent nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,hpu,Henricia pumila,Dwarf mottled henricia,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,jzo,Jordania zonope,Longfin sculpin,4,0,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
468,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,2,2,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,0,0,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
470,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,0,0,opi,Oxylebius pictus,Painted greenling,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
471,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,0,0,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Em Lim,Tom Bird,BMSC20,Ed King East,48.83567,-125.2148,22/04/2025,4,NW,12:50,TB,6.5,0,0,cste,Cryptochiton stelleri,Gumboot chiton,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
474,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,216,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,hka,Haliotis kamtschatkana,Pinto abalone,9,0,,1,4,3,1,,,,,,,,,,,,,,,,,,,,,,,
476,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,dim,Dermasterias imbricata,Leather star,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,acal,Apostichopus californicus,Californian sea cucumber,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,gor,Glebocarcinus oregonensis,Pygmy rock crab,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,henricia,Henricia spp.,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,hcr,Hermissenda crassicornis,Opalescent nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,pbe,Pagurus beringanus,Hermit crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,ctr,Coryphella trilineata,Three-lined aeolid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,pachycheles,Pachycheles spp.,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,nla,Nucella lamellosa,Frilled dogwinkle,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
487,Em Lim,Tom Bird,BMSC4,Kii xin,48.81512,-125.17533,22/04/2025,2.5,NE,15:30,TB,7.5,2,2,ami,Acmaea mitra,Whitecap limpet,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
