e,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,
570,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,mfr,Mesocentrotus franciscanus,Red sea urchin,206,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,poc,Pisaster ochraceus,Purple sea star,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,das,Diodora aspera,Rough keyhole limpet,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,dim,Dermasterias imbricata,Leather star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,pmi,Patiria miniata,Bat star,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,ami,Acmaea mitra,Whitecap limpet,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,oko,Orthasterias koehleri,Rainbow star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,pbe,Pagurus beringanus,Hermit crab,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,pachycheles,Pachycheles spp.,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,sac,Scyra acutifrons,Sharpnose crab,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,dmo,Doris montereyensis,Monterey sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,acal,Apostichopus californicus,Californian sea cucumber,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,pgi,Pomaulax gibberosus,Red turban shell,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,phe,Pagurus hemphilli,Maroon hermit,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,henricia,Henricia spp.,Unidentified blood star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,spur,Strongylocentrotus purpuratus,Purple sea urchin,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,18,0,9,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,cste,Cryptochiton stelleri,Gumboot chiton,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,jzo,Jordania zonope,Longfin sculpin,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,2,1,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Claire Attridge,Jasmin Schuster,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,23/04/2026,2,W,13:10,CMA,7.5,0,1,opi,Oxylebius pictus,Painted greenling,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,1,1,hde,Hexagrammos decagrammus,Kelp greenling,4,0,,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,1,1,sme,Sebastes melanops,Black rockfish,6,0,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,1,1,ela,Embiotoca lateralis,Striped seaperch,25,0,,,,8,11,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,1,1,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,1,1,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,1,1,rva,Rhacochilus vacca,Pile perch,6,0,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,mfr,Mesocentrotus franciscanus,Red sea urchin,178,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,das,Diodora aspera,Rough keyhole limpet,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,pmi,Patiria miniata,Bat star,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,pgi,Pomaulax gibberosus,Red turban shell,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,phe,Pagurus hemphilli,Maroon hermit,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,ami,Acmaea mitra,Whitecap limpet,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,acal,Apostichopus californicus,Californian sea cucumber,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,dim,Dermasterias imbricata,Leather star,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,oko,Orthasterias koehleri,Rainbow star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,jzo,Jordania zonope,Longfin sculpin,8,0,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,ppa,Phyllolithodes papillosus,Heart crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,sac,Scyra acutifrons,Sharpnose crab,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,3,0,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,hka,Haliotis kamtschatkana,Pinto abalone,27,0,18,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,henricia,Henricia spp.,Unidentified blood star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,pbe,Pagurus beringanus,Hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,tfe,Tritonia festiva,Diamondback tritonia,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,aha,Artedius harringtoni,Scalyhead sculpin,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,pachycheles,Pachycheles spp.,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,5,0,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,hhe,Hemilepidotus hemilepidotus,Red Irish lord,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,poc,Pisaster ochraceus,Purple sea star,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,2,1,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Claire Attridge,Jasmin Schuster,BMSC24,Swiss Boy,48.91607,-125.13117,24/04/2026,2.5,NE,10:00,CMA,10,0,1,sfl,Sebastes flavidus,Yellowtail rockfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,1,2,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,264,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,spur,Strongylocentrotus purpuratus,Purple sea urchin,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,pmi,Patiria miniata,Bat star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,7,0,,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,poc,Pisaster ochraceus,Purple sea star,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,ami,Acmaea mitra,Whitecap limpet,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,hka,Haliotis kamtschatkana,Pinto abalone,32,0,5,17,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,dim,Dermasterias imbricata,Leather star,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,henricia,Henricia spp.,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,pla,Pholis laeta,Crescent gunnel,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,acal,Apostichopus californicus,Californian sea cucumber,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,oko,Orthasterias koehleri,Rainbow star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,pgi,Pomaulax gibberosus,Red turban shell,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,phe,Pagurus hemphilli,Maroon hermit,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,jzo,Jordania zonope,Longfin sculpin,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,2,2,aha,Artedius harringtoni,Scalyhead sculpin,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,0,2,gor,Glebocarcinus oregonensis,Pygmy rock crab,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,0,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,0,2,das,Diodora aspera,Rough keyhole limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,0,2,pachycheles,Pachycheles spp.,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,0,2,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,0,2,sme,Sebastes melanops,Black rockfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,0,2,ala,Artedius lateralis,Smoothhead sculpin,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Isabelle Cote,Jasmin Schuster,BMSC23,Aguilar Point,48.83758,-125.14414,13/04/2026,1,NE,10:48,IMC,7,0,2,rri,Rhamphocottus richardsonii,Grunt sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Isabelle Cote,Jasmin Schuster,BMSC25,Goby Town,48.83859,-125.13501,13/04/2026,1.5,S,13:40,IMC,5.5,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Isabelle Cote,Jasmin Schuster,BMSC25,Goby Town,48.83859,-125.13501,13/04/2026,1.5,S,13:40,IMC,5.5,2,1,mfr,Mesocentrotus franciscanus,Red sea urchin,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Isabelle Cote,Jasmin Schuster,BMSC25,Goby Town,48.83859,-125.13501,13/04/2026,1.5,S,13:40,IMC,5.5,2,1,ami,Acmaea mitra,Whitecap limpet,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Isabelle Cote,Jasmin Schuster,BMSC25,Goby Town,48.83859,-125.13501,13/04/2026,1.5,S,13:40,IMC,5.5,2,1,dim,Dermasterias imbricata,Leather star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Isabelle Cote,Jasmin Schuster,BMSC25,Goby Town,48.83859,-125.13501,13/04/2026,1.5,S,13:40,IMC,5.5,2,1,pgi,Pomaulax gibberosus,Red turban shell,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Isabelle Cote,Jasmin Schuster,BMSC25,Goby Town,48.83859,-125.13501,13/04/2026,1.5,S,13:40,IMC,5.5,2,1,pmi,Patiria miniata,Bat star,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Isabelle Cote,Jasmin Schuster,BMSC25,Goby Town,48.83859,-125.13501,13/04/2026,1.5,S,13:40,IMC,5.5,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,41,0,11,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Isabelle Cote,Jasmin Schuster,BMSC25,Goby Town,48.83859,-125.13501,13/04/2026,1.5,S,13:40,IMC,5.5,2,1,acal,Apostichopus californicus,Californian sea cucumber,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Isabelle Cote,Jasmin Schuster,BMSC25,Goby Town,48.83859,-125.13501,13/04/2026,1.5,S,13:40,IMC,5.5,2,1,phe,Pagurus hemphilli,Maroon hermit,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Isabelle Cote,Jasmin Schuster,BMSC25,Goby Town,48.83859,-125.13501,13/04/2026,1.5,S,13:40,IMC,5.5,2,1,das,Diodora aspera,Rough keyhole limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
